"Family","IsActive","Name","ProductCode","Product_Domain__c","Product_Level__c","RTL_Asset_Class__c","RTL_DATA_SOURCE__c","RTL_Issuer_Fund_House__c","RTL_PRODUCT_CODE__c","RTL_Product_Name_ENG__c","RTL_Product_Name_TH__c","RTL_Product_Short_Name_ENG__c","RTL_Product_Short_Name_TH__c","RTL_TMB_Product_Type__c","RTL_TMB_PROJECT_CD__c","SEQ_GRP__c","Sub_Family__c"
"INVESTMENT","true","กองทุนเปิดทหารไทย เจแปน อีควิตี้ ทริกเกอร์ 10% (2) {{12-20 พ.ค.2014}}","G03","","","FIF EQUITY","MF","TMB","G03","TMB Japan Equity Trigger 10% (2) {{TMB}}","กองทุนเปิดทหารไทย เจแปน อีควิตี้ ทริกเกอร์ 10% (2) {{12-20 พ.ค.2014}}","","","","","5","NON MM"
"INVESTMENT","true","กองทุนเปิดทหารไทย ยูโรเปี้ยน โกรท {{12-20 พ.ค.2014}}","I11","","","FIF EQUITY","MF","TMB","I11","TMB European Growth Fund {{TMB}}","กองทุนเปิดทหารไทย ยูโรเปี้ยน โกรท {{12-20 พ.ค.2014}}","","","","","5","NON MM"
"INVESTMENT","true","กองทุนเปิดทหารไทย ยูโรเปี้ยน โกรท เพื่อการเลี้ยงชีพ {{12-20 พ.ค.2014}}","RF2","","","RMF","MF","TMB","RF2","TMB European Growth RMF {{TMB}}","กองทุนเปิดทหารไทย ยูโรเปี้ยน โกรท เพื่อการเลี้ยงชีพ {{12-20 พ.ค.2014}}","","","","","5","NON MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 1","K01","","","FIXED INCOME","MF","TMB","K01","TMB South Korean Treasury Fund Series 1  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 1","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 2","K02","","","FIXED INCOME","MF","TMB","K02","TMB South Korean Treasury Fund Series 2  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 2","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 3","K03","","","FIXED INCOME","MF","TMB","K03","TMB South Korean Treasury Fund Series 3  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 3","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 4","K04","","","FIXED INCOME","MF","TMB","K04","TMB South Korean Treasury Fund Series 4  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 4","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 5","K05","","","FIXED INCOME","MF","TMB","K05","TMB South Korean Treasury Fund Series 5  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 5","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 6","K06","","","FIXED INCOME","MF","TMB","K06","TMB South Korean Treasury Fund Series 6  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 6","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 7","K07","","","FIXED INCOME","MF","TMB","K07","TMB South Korean Treasury Fund Series 7  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 7","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 8","K08","","","FIXED INCOME","MF","TMB","K08","TMB South Korean Treasury Fund Series 8  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 8","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 9","K09","","","FIXED INCOME","MF","TMB","K09","TMB South Korean Treasury Fund Series 9  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 9","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 10","K10","","","FIXED INCOME","MF","TMB","K10","TMB South Korean Treasury Fund Series 10  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 10","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 11","K11","","","FIXED INCOME","MF","TMB","K11","TMB South Korean Treasury Fund Series 11  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 11","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 12","K12","","","FIXED INCOME","MF","TMB","K12","TMB South Korean Treasury Fund Series 12  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 12","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 13","K13","","","FIXED INCOME","MF","TMB","K13","TMB South Korean Treasury Fund Series 13  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 13","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 14","K14","","","FIXED INCOME","MF","TMB","K14","TMB South Korean Treasury Fund Series 14  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 14","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 15","K15","","","FIXED INCOME","MF","TMB","K15","TMB South Korean Treasury Fund Series 15  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 15","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 16","K16","","","FIXED INCOME","MF","TMB","K16","TMB South Korean Treasury Fund Series 16  {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 16","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 17","K17","","","FIXED INCOME","MF","TMB","K17","TMB South Korean Treasury Fund Series 17 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 17","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 18","K18","","","FIXED INCOME","MF","TMB","K18","TMB South Korean Treasury Fund Series 18 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 18","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 19","K19","","","FIXED INCOME","MF","TMB","K19","TMB South Korean Treasury Fund Series 19 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 19","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 20","K20","","","FIXED INCOME","MF","TMB","K20","TMB South Korean Treasury Fund Series 20 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 20","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 21","K21","","","FIXED INCOME","MF","TMB","K21","TMB South Korean Treasury Fund Series 21 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 21","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 22","K22","","","FIXED INCOME","MF","TMB","K22","TMB South Korean Treasury Fund Series 22 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 22","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 23","K23","","","FIXED INCOME","MF","TMB","K23","TMB South Korean Treasury Fund Series 23 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 23","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 24","K24","","","FIXED INCOME","MF","TMB","K24","TMB South Korean Treasury Fund Series 24 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 24","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 25","K25","","","FIXED INCOME","MF","TMB","K25","TMB South Korean Treasury Fund Series 25 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 25","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 26","K26","","","FIXED INCOME","MF","TMB","K26","TMB South Korean Treasury Fund Series 26 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 26","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 29","K29","","","FIXED INCOME","MF","TMB","K29","TMB South Korean Treasury Fund Series 29 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 29","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 30","K30","","","FIXED INCOME","MF","TMB","K30","TMB South Korean Treasury Fund Series 30 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 30","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 31","K31","","","FIXED INCOME","MF","TMB","K31","TMB South Korean Treasury Fund Series 31 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 31","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 32","K32","","","FIXED INCOME","MF","TMB","K32","TMB South Korean Treasury Fund Series 32 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 32","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 33","K33","","","FIXED INCOME","MF","TMB","K33","TMB South Korean Treasury Fund Series 33 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 33","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 35","K35","","","FIXED INCOME","MF","TMB","K35","TMB South Korean Treasury Fund Series 35 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 35","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 36","K36","","","FIXED INCOME","MF","TMB","K36","TMB South Korean Treasury Fund Series 36 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 36","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 38","K38","","","FIXED INCOME","MF","TMB","K38","TMB South Korean Treasury Fund Series 38 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 38","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 40","K40","","","FIXED INCOME","MF","TMB","K40","TMB South Korean Treasury Fund Series 40 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 40","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 41","K41","","","FIXED INCOME","MF","TMB","K41","TMB South Korean Treasury Fund Series 41 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 41","","","","","5","MM"
"UNSECURED LENDING","true","READY CASH","U4CCO","","","","04","","U4CCO","TMB Ready Cash 20% : Active Customer (Income => 50,001 baht)","TMB Ready Cash 20% : Active Customer (Income => 50,001 baht)","","","701","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4CDR","","","","04","","U4CDR","TMB Ready Cash 28% : General Customer  (Income 15,000 -30,000 baht)","TMB Ready Cash 28% : General Customer  (Income 15,000 -30,000 baht)","","","701","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4CDT","","","","04","","U4CDT","TMB Ready Cash 25% : General Customer  (Income  30,001 - 50,000 baht)","TMB Ready Cash 25% : General Customer  (Income  30,001 - 50,000 baht)","","","701","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4CDU","","","","04","","U4CDU","TMB Ready Cash 22% : General Customer  (Income => 50,001 baht)","TMB Ready Cash 22% : General Customer  (Income => 50,001 baht)","","","701","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4BAA","","","","14","","U4BAA","TMB Ready Cash 16% : Wealth Banking_Direct Sales","TMB Ready Cash 16% : Wealth Banking_Direct Sales","","","","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4BBB","","","","14","","U4BBB","TMB Ready Cash 16% : Superior Banking_Direct Sales","TMB Ready Cash 16% : Superior Banking_Direct Sales","","","","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4CAA","","","","14","","U4CAA","TMB Ready Cash 16% : Wealth Banking_TeleSales","TMB Ready Cash 16% : Wealth Banking_TeleSales","","","","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","READY CASH","U4CBB","","","","14","","U4CBB","TMB Ready Cash 16% : Superior Banking_TeleSales","TMB Ready Cash 16% : Superior Banking_TeleSales","","","","","3","UNSECURED REVOLVING"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPE","","","","11","","BDPE","TMB BenefitPlus Loan - All Purposes Loan - Private Company","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - บริษัทเอกชน","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BAP6","","","","11","","BAP6","TMB BenefitPlus Loan - Pension Loan (Life Insurance with company)","สินเชื่อสวัสดิการเบี้ยหวัด / บำนาญ (ทำประกันชีวิตกับบริษัทอื่น)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDP4","","","","11","","BDP4","TMB BenefitPlus Loan - All Purposes Loan - Military Officers (N-4)","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - ข้าราชการทหาร(รับเงินเดือน 4 วันก่อนวันทำการสุดท้าย)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDP6","","","","11","","BDP6","TMB BenefitPlus Loan - All Purposes Loan - Military Officers (N-6)","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - ข้าราชการทหาร(รับเงินเดือน 6วันก่อนวันทำการสุดท้าย)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPG","","","","11","","BDPG","TMB BenefitPlus Loan - All Purposes Loan - Military Officers (N-3)","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - ข้าราชการทหาร (รับเงินเดือน 3 วันก่อนวันทำการสุดท้าย)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPI","","","","11","","BDPI","TMB BenefitPlus Loan - All Purposes Loan - Military Officers (N-5)","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - ข้าราชการทหาร(รับเงินเดือน 5 วันก่อนวันทำการสุดท้าย)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","BENEFITPLUS (UNSECURED TL)","BDPK","","","","11","","BDPK","TMB BenefitPlus Loan - All Purposes Loan - Civil Servant / State Ent. / Academic","สินเชื่อสวัสดิการอเนกประสงค์ ไม่มีหลักทรัพย์ค้ำประกัน - ข้าราชการ / รัฐวิสาหกิจ / สถาบัน","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBP2","","","","11","","DBP2","TMB Cash 2 go - ( Limit 100,001 -300,000 Baht)","TMB Cash 2 go - ( Limit 100,001 -300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPA","","","","11","","DBPA","TMB Cash 2 go - ( Limit <= 100,000 Baht)","TMB Cash 2 go - ( Limit <= 100,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPF","","","","11","","DBPF","TMB Cash 2 go (Top up Loan)","TMB Cash 2 go ( บริการสินเชื่อเพิ่ม)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPI","","","","11","","DBPI","TMB Cash 2 go- (Money 06) ( Limit <= 100,000 Baht)","TMB Cash 2 go- (Money 06) ( Limit <= 100,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPK","","","","11","","DBPK","TMB Cash 2 go - (Money 06) ( Limit > 300,000 Baht)","TMB Cash 2 go - (Money 06) ( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPN","","","","11","","DBPN","TMB Cash 2 go- Top up ( Limit > 300,000 Baht)","TMB Cash 2 go- Top up ( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPQ","","","","11","","DBPQ","TMB Cash 2 go- 5.99 % ( Limit > 300,000 Baht)","TMB Cash 2 go- 5.99 % ( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPR","","","","11","","DBPR","TMB Cash 2 go- 0 % ( Limit <= 100,000 Baht) ,TMB Cash 2 go 0 % 2 mth-Direct debit (Limit <= 100,000 Baht)","TMB Cash 2 go- 0 % ( Limit <= 100,000 Baht) ,TMB Cash 2 go 0 % 2 mth-Direct debit (Limit <= 100,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPW","","","","11","","DBPW","TMB Cash 2 go- Top up ( Limit > 300,000 Baht)","TMB Cash 2 go- Top up ( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DBPZ","","","","11","","DBPZ","TMB Cash 2 go- 1 % ( Limit > 300,000 Baht)","TMB Cash 2 go- 1 % ( Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DEPC","","","","11","","DEPC","TMB Balance Transfer ( Limit < 50,000 Baht)","TMB Balance Transfer ( Limit < 50,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DEPE","","","","11","","DEPE","TMB Balance Transfer ( Limit 100,000-399,999 Baht)","TMB Balance Transfer ( Limit 100,000-399,999 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DEPH","","","","11","","DEPH","TMB Balance Transfer ( Limit  100,001 -300,000 Baht)","TMB Balance Transfer ( Limit  100,001 -300,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPB","","","","11","","DGPB","TMB Cash 2 go - Payroll (Limit <= 100,000 Baht)","TMB Cash 2 go - Payroll (Limit <= 100,000 Baht)","","","","","7","PERSONAL LOAN"
"UNSECURED LENDING","true","CASH2GO","DGPD","","","","11","","DGPD","TMB Cash 2 go - Payroll (Limit > 300,000 Baht)","TMB Cash 2 go - Payroll (Limit > 300,000 Baht)","","","","","7","PERSONAL LOAN"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 42","K42","","","FIXED INCOME","MF","TMB","K42","TMB South Korean Treasury Fund Series 42 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 42","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 44","K44","","","FIXED INCOME","MF","TMB","K44","TMB South Korean Treasury Fund Series 44 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 44","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 46","K46","","","FIXED INCOME","MF","TMB","K46","TMB South Korean Treasury Fund Series 46 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 46","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 47","K47","","","FIXED INCOME","MF","TMB","K47","TMB South Korean Treasury Fund Series 47 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 47","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 51","K51","","","FIXED INCOME","MF","TMB","K51","TMB South Korean Treasury Fund Series 51 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 51","","","","","5","MM"
"INVESTMENT","true","พันธบัตรเกาหลีใต้ รุ่นที่ 53","K53","","","FIXED INCOME","MF","TMB","K53","TMB South Korean Treasury Fund Series 53 {{TMB}}","พันธบัตรเกาหลีใต้ รุ่นที่ 53","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์มฟันด์ 6M รุ่นที่ 2","P08","","","FIXED INCOME","MF","TMB","P08","TMB Prime Fund 6M2  {{TMB}}","ทหารไทย ไพร์มฟันด์ 6M รุ่นที่ 2","","","","","5","MM"
"INVESTMENT","true","ทหารไทย ไพร์มฟันด์ 3M รุ่นที่ 1","P09","","","FIXED INCOME","MF","TMB","P09","TMB Prime Fund 3M1 {{TMB}}","ทหารไทย ไพร์มฟันด์ 3M รุ่นที่ 1","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเมียร์ 3M9","P59","","","FIXED INCOME","MF","TMB","P59","TMB Primer Fund 6M9  {{TMB}}","ทหารไทย พรีเมียร์ 3M9","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเทียร์ 6M10","P60","","","FIXED INCOME","MF","TMB","P60","TMB Primer Fund 6M10 {{TMB}}","ทหารไทย พรีเทียร์ 6M10","","","","","5","MM"
"INVESTMENT","true","ทหารไทย พรีเมียร์ 6M11","P61","","","FIXED INCOME","MF","TMB","P61","TMB Primer Fund 6M11 {{TMB}}","ทหารไทย พรีเมียร์ 6M11","","","","","5","MM"
"INVESTMENT","true","CPN Retail Growth Property Fund {{TMB}}","PR1","","","REAL-ESTATE","MF","TMB","PR1","อสังหาริมทรัพย์ CPN รีเทล โกรท","CPN Retail Growth Property Fund {{TMB}}","","","","","5","PPF"
"INVESTMENT","true","กองทุนเปิดทหารไทยพันธบัตร 1Y5","Y05","","","FIXED INCOME","MF","TMB","Y05","TMB 1Y Treasury Fund 5 {{TMB}}","กองทุนเปิดทหารไทยพันธบัตร 1Y5","","","","","5","MM"
"INVESTMENT","true","ธนภัทรตราสารหนี้คืนกำไร 1/52","A52","","","FIXED INCOME","MF","TMB","A52","TMB Tanapat 1/52 {{TMB}}","ธนภัทรตราสารหนี้คืนกำไร 1/52","","","","","5","MM"
"INVESTMENT","true","ทหารไทยสถาบันการเงิน 3M1","B06","","","FIXED INCOME","MF","TMB","B06","TMB-Financial Institutional Fixed {{TMB}}","ทหารไทยสถาบันการเงิน 3M1","","","","","5","MM"
"INVESTMENT","true","ทหารไทยสถาบันการเงิน 3M2","B07","","","FIXED INCOME","MF","TMB","B07","TMB Financial Institutional Fixed Income Fund 3M2  {{TMB}}","ทหารไทยสถาบันการเงิน 3M2","","","","","5","MM"
"INVESTMENT","true","ทหารไทยเกาหลีใต้ 6M1","C01","","","FIXED INCOME","MF","TMB","C01","TMB South Korean 1Y1 {{TMB}}","ทหารไทยเกาหลีใต้ 6M1","","","","","5","MM"
"INVESTMENT","true","ทหารไทยเกาหลีใต้ 1Y1","C02","","","FIXED INCOME","MF","TMB","C02","TMB South Korean 6M1 {{TMB}}","ทหารไทยเกาหลีใต้ 1Y1","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 1","C03","","","FIXED INCOME","MF","TMB","C03","TMB South Korean Series 1 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 1","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 2","C04","","","FIXED INCOME","MF","TMB","C04","TMB South Korean Series 2 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 2","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 3","C05","","","FIXED INCOME","MF","TMB","C05","TMB South Korean Series 3 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 3","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 4","C06","","","FIXED INCOME","MF","TMB","C06","TMB South Korean Series 4 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 4","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 5","C07","","","FIXED INCOME","MF","TMB","C07","TMB South Korean Series 5 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 5","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 6","C08","","","FIXED INCOME","MF","TMB","C08","TMB South Korean Series 6 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 6","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 7","C09","","","FIXED INCOME","MF","TMB","C09","TMB South Korean Series 7 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 7","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 8","C10","","","FIXED INCOME","MF","TMB","C10","TMB South Korean Series 8 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 8","","","","","5","MM"
"INVESTMENT","true","ทหารไทรเกาหลีใต้ รุ่นที่ 9","C11","","","FIXED INCOME","MF","TMB","C11","TMB South Korean Series 9 {{TMB}}","ทหารไทรเกาหลีใต้ รุ่นที่ 9","","","","","5","MM"
"INVESTMENT","true","ทหารไทยพันธบัตรและเงินฝาก 2 ปี","GD1","","","FIXED INCOME","MF","TMB","GD1","TMB 2-Year Government Bond and Bank Deposits Fund  {{TMB}}","ทหารไทยพันธบัตรและเงินฝาก 2 ปี","","","","","5","MM"
"INVESTMENT","true","TMB USD Money Market {{TMB}}","I04","","","FIF FIXED INCOME","MF","TMB","I04","ทหารไทย USD Money Market","TMB USD Money Market {{TMB}}","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 12M3","ING II 12M3","","","FIXED INCOME","MF","UOB","ING II 12M3","ING Thai International Income Fund 12M3 {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 12M3","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 6M3","ING II 6M3","","","FIXED INCOME","MF","UOB","ING II 6M3","ING Thai International Income Fund 6M3 {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 6M3","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 6M4","ING II 6M4","","","FIXED INCOME","MF","UOB","ING II 6M4","ING Thai International Income Fund 6M4 {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย อินเตอร์เนชั่นแนล อินคัม 6M4","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย เอ็มเอ็ม 3M1","ING MM 3M1","","","FIXED INCOME","MF","UOB","ING MM 3M1","ING Thai MM 3M1 Fund {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย เอ็มเอ็ม 3M1","","","","","5","MM"
"INVESTMENT","true","กองทุนเปิด ไอเอ็นจี ไทย เอ็มเอ็ม 3M2","ING MM 3M2","","","FIXED INCOME","MF","UOB","ING MM 3M2","ING Thai MM 3M2 Fund {{ING}}","กองทุนเปิด ไอเอ็นจี ไทย เอ็มเอ็ม 3M2","","","","","5","MM"
"UNSECURED LENDING","true","CASH2GO","DGPF","","","","11","","DGPF","TMB Cash 2 go  (Limit 100,001 - 300,000 Baht) ,TMB Cash 2 go 0 % 2 mth (Limit 100,001 - 300,000 Baht)","TMB Cash 2 go  (Limit 100,001 - 300,000 Baht) ,TMB Cash 2 go 0 % 2 mth (Limit 100,001 - 300,000 Baht)","","","","","7","PERSONAL LOAN"
